user_id,product_type_id,isbn13,name,author,author_details,book_edition,cluster_subject,cat_id,price,discount,delivery_charge,quantity,no_of_pages,weight,book_language,image,publishing_year,publishing_role_id,imprint_name,currency_code,country_code,description,book_binding,slug
15,1,9.78019E+12,Terrorism Epzi P,TODD SANDLER,"Todd Sandler is the Vibhooti Shukla Professor of Economics and Political Economy at the University of Texas at Dallas and has consulted for the World Bank, UNIDO, International Task Force for Global Public Goods, and the Inter-American Development Bank. ",19-11-18,Politics,109,495,22%,50,100,208,449g,English,9780190053437.jpg,19-11-18,202119,Oxford University Press,INR,IN,"The causes and consequences of terrorism are matters of considerable debate and great interest. Spectacular events are recognized by their dates, including the 9/11 attacks in New York and Washington and the 7/7 London bombings",Paperback,terrorism-epzi-p
15,1,9.78019E+12,The Missing Martyrs 2E Epzi C,CHARLES KURZMAN,"Charles Kurzman is Professor of Sociology at the University of North Carolina, Chapel Hill. His books include Democracy Denied and The Unthinkable Revolution in Iran.",21-11-18,Religion,90,750,22%,0,100,264,295g,English,9780190053444.jpg,21-11-18,202119,Oxford University Press,INR,IN,"Why are there so few Muslim terrorists? With more than a billion Muslims in the world-many of whom supposedly hate the West and ardently desire martyrdom-why don't we see terrorist attacks every day? Where are the missing martyrs? These questions may seem counterintuitive, in light of the death and devastation that terrorists have wrought around the world. But the scale of violence, outside of civil war zones, has been far lower than the waves of attacks that the world feared in the wake of 9/11. Terrorists' own publications complain about Muslims' failure to join their cause. The Missing Martyrs draws on government sources and revolutionary publications, public opinion surveys and election results, historical documents and in-depth interviews with Muslims in the Middle East and around the world to examine barriers to terrorist recruitment, including liberal Islam, revolutionary rivalries, and an inelastic demand for U.S. foreign policy. This revised edition, updated to include the self-proclaimed ""Islamic State,"" concludes that fear of terrorism should be brought into alignment with the actual level of threat, and that government policies and public opinion should be based on evidence rather than alarmist hyperbole.",Hardback,the-missing-martyrs-2e-epzi-c
15,1,9.78019E+12,The Struggle For Freedom From Fear Epzi P,ALISON BRYSK,"Alison Brysk is Mellichamp Professor of Global Governance at University of California, Santa Barbara. She is the author or editor of fourteen books on human rights, including Speaking Rights to Power, From Tribal Village to Global Village, and Human Rights and Private Wrongs.",19-11-18,Politics,90,595,2%,15,100,384,295g,English,9780190053451.jpg,19-11-18,202119,Oxford University Press,INR,IN,"How can we understand and contest the global wave of violence against women? In this book, Alison Brysk shows that gender violence across countries tends to change as countries develop and liberalize, but not in the ways that we might predict. She shows how liberalizing authoritarian countries and transitional democracies may experience more shifting patterns and greater levels of violence than less developed and democratic countries, due to changes and uncertainties in economic and political structures. Accordingly, Brysk analyzes the experience of semi-liberal, developing countries at the frontiers of globalization—Brazil, India, South Africa, Mexico, the Philippines, and Turkey—to map out patterns of gender violence and what can be done to change those patterns. As the book shows, gender violence is not static, nor can it be attributed to culture or individual pathology—rather it varies across a continuum that tracks economic, political, and social change. While a combination of international action, law, public policy, civil society mobilization, and changes in social values work to decrease gender violence, Brysk assesses the potential, limits, and balance of these measures. Brysk shows that a human rights approach is necessary but not sufficient to address gender violence, and that insights from feminist and development approaches are essential.",Paperback,the-struggle-for-freedom-from-fear-epzi-p
15,1,9.78019E+12,Goodman'S Neurosurgery Oral Board Review 2Nd Edition,"LEVI, ALLAN D.",,21-10-20,Medicine - (Medical,90,5995,0%,0,100,224,638g,English,,21-10-20,202119,OUP USA,INR,IN,,Paperback,goodmans-neurosurgery-oral-board-review-2nd-edition
15,1,9.78019E+12,Threats,"BARASH, DAVID P.",,04-08-21,Lifescience,109,675,0%,,100,216,488g,English,,04-08-21,202119,OUP USA,INR,IN,,Hardback,threats
15,1,9.78019E+12,"Viruses, Plagues, And History","OLDSTONE, MICHAEL BA",,14-07-21,Medicine - (Medical,90,1495,13%,80.32,100,512,574g,English,,14-07-21,202119,OUP USA,INR,IN,,Paperback,viruses-plagues-and-history
15,1,9.78019E+12,Teams That Work,"TANNENBAUM, SCOTT",,21-07-21,Clinical Psychology,90,895,19%,74.93,100,240,508g,English,,21-07-21,202119,OUP USA,INR,IN,,Hardback,teams-that-work
15,1,9.78019E+12,Tantric State Epzi P,WILLIAM J. LONG,"William J. Long is Professor in the Global Studies Institute and Department of Political Science at Georgia State University, and the former dean of the College of Arts and Sciences. He is the author of five books and numerous articles. Dr. Long is the recipient of research and teaching awards and grants from the Hewlett, Pew, Sloan, and MacArthur Foundations, the Fulbright Commission, the Carnegie Corporation, the European Union, and the U.S. Department of Education.",24-12-18,Politics,90,595,0%,,100,248,472g,English,9780190058746.jpg,24-12-18,202119,OUP USA,INR,IN,"Today, the majority of sovereign states can be described as ""democracies"" because they possess elected political leadership and some measure of commitment to the protection and promotion of individual rights and equality under law. In the economic realm, most democracies are market-based and are integrated into wider regional and global markets. Virtually all are organized around Western liberal principles and values. For some, these philosophical commitments are indigenous and longstanding, and for others they were imported later, often through colonization. This book asks how democratic governance and economic development differ when founded on Eastern, Buddhist principles, rather than Western, liberal, and Enlightenment values and beliefs. The small, remote country of Bhutan is the only democratic, market-based state that is rooted constitutionally and culturally in Mahayana Buddhist principles and ethics. In this book, William J. Long provides an authentic basis for theoretical and empirical comparison between two distinct models of democracy and development that differ on important, first-order principles. Bhutanese Buddhist and Western liberal concepts of the individual ""self,"" ""human nature"" and ""the pursuit of happiness""-the building blocks of democratic and market-based economic theory-differ profoundly. Because the two approaches-liberal and Buddhist-are based on distinctive philosophical traditions, this comparison elucidates new questions, frames of inquiry, and alternative understandings of democracy and development.The book describes how democratic political institutions and markets emerged and how they function in Bhutan, demonstrating how, in real-world terms, Bhutan organizes and operates a political and economic system consistent with its Buddhist worldview. It considers the nature of Bhutan's unique political institutions and its economic touchstone, the pursuit of ""Gross National Happiness (GNH),"" rather than Gross National Product, as its ordering principle for policy. Ultimately, Tantric State reflects on whether Bhutan's unique model can withstand the forces of globalization and what insights Bhutan might have to share with the rest of us about dilemmas facing Western democracies and the need to pursue development in a more holistic and sustainable way.",Paperback,tantric-state-epzi-p
15,1,9.78019E+12,The Making Of A Modern Temple And A Hindu City Epzi C,DEONNIE MOODIE,"Deonnie Moodie is Assistant Professor of South Asian Religions at University of Oklahoma. Her research has been funded by her home institution as well as by Fulbright and Harvard University, where she earned her PhD. Moodie is especially interested in religion in urban India and the ways people of various class backgrounds negotiate urban spaces as sites of devotion, memory, monumentality, labor, and leisure.",14-01-19,Religion,90,850,19%,59,100,,460g,English,9780190059125.jpg,14-01-19,202119,Oxford University Press,INR,IN,"Kalighat is said to be the oldest and most potent Hindu pilgrimage site in the city of Kolkata (formerly Calcutta). It is home to the dark goddess Kali in her ferocious form and attracts thousands of worshipers a day, many sacrificing goats at her feet. In The Making of a Modern Temple and a Hindu City, Deonnie Moodie examines the ways middle-class authors, judges, and activists have worked to modernize Kalighat over the past long century. Rather than being rejected or becoming obsolete with the arrival of British colonialism and its accompanying iconoclastic Protestant ideals, the temple became a medium through which middle-class Hindus could produce and publicize their modernity, as well as the modernity of their city and nation. That trend continued and even strengthened in the wake of India's economic liberalization in the 1990s. Kalighat is a superb example of the ways Hindus work to modernize India while also Indianizing modernity through Hinduism's material forms. Moodie explores both middle-class efforts to modernize Kalighat and the lower class's resistance to those efforts. Conflict between class groups throws into high relief the various roles the temple plays in peoples' lives, and explains why the modernizers have struggled to bring their plans to fruition. The Making of a Modern Temple and a Hindu City is the first scholarly work to juxtapose and analyze processes of historiographical, institutional, and physical modernization of a Hindu temple.",Hardback,the-making-of-a-modern-temple-and-a-hindu-city-epzi-c
15,1,9.78019E+12,School Bullying And Violence,"JUHNKE, GERALD A.",,07-07-21,Medical sociology,90,1250,10%,0,100,272,304g,English,,07-07-21,202119,OUP USA,INR,IN,,Paperback,school-bullying-and-violence
15,1,9.78019E+12,The Subhedar'S Son Epzi C,DEEPRA DANDEKAR,,14-01-19,History,90,995,20%,80,100,272,295g,English,9780190060220.jpg,14-01-19,202119,Oxford University Press,INR,IN,"The 19th century was a pioneering age for vernacular texts in India. Vernacular writings became popular for making the 'first' interventions of their kind, written by Indians for Indians, and establishing new genres such as the biographical novel. The Subhedar's Son, an award-winning Marathi novel, was written in 1895 and published by the Bombay Tract and Book Society, and comprised overlapping personal and political trajectoriesThe 19th century was a pioneering age for vernacular texts in India. Vernacular writings became popular for making the 'first' interventions of their kind, written by Indians for Indians, and establishing new genres such as the biographical novel. The Subhedar's Son, an award-winning Marathi novel, was written in 1895 and published by the Bombay Tract and Book Society, and comprised overlapping personal and political trajectories. The author, Rev. Dinkar Shankar Sawarkar, inscribed multiple viewpoints into his narrative, including that of his own father, Rev. Shankar Nana (1819-1884), a Brahmin who was one of the early converts of the Church Missionary Society in Western India and served the CMS and the Anglican Church in various capacities for many years. Apart from Shankar Nana's conversion-story, Sawarkar provides readers with a blueprint of what a Brahminical journey towards Christian conversion encompassed, while describing his personal background of having lived a Christian life as a product of both Brahminism and Christianity. Attempting to deconstruct Brahmanism through Christianity he claimed Brahmin roots as a Christian with an aim of combatting the stigma of conversion. Contextualized within the early history of Maharashtra's missions and the specificities of individual conversions, the novel allows modern researchers to appreciate the particularity of regional and vernacular Indian Christianity. This culturally-specific Christianity spurred the production of Christian vernacular print culture, associating 'being Marathi' with broader and more universal frameworks of Christianity. But this new genre also produced nativist forms of Christian devotion and piety. Deepra Dandekar introduces this annotated translation of The Subhedar's Son, with an examination of the Church Missionary Society's socio- political context; a biography of Shankar Nana gleaned from archival sources; a brief summary of Sawarkar's biography; and an analysis of the multiple political opinions framing the book.",Hardback,the-subhedars-son-epzi-c
15,1,9.78019E+12,How China Loses,"PATEY, LUKE",,14-04-21,Politics,90,1495,10%,0,100,288,726g,English,,14-04-21,202119,OUP USA,INR,IN,,Hardback,how-china-loses
15,1,9.78019E+12,Monsters To Destroy,"BAPAT, NAVIN A.","Navin A. Bapat is Professor of Political Science and the Chair of the Curriculum of Peace, War, and Defense at the University of North Carolina - Chapel Hill. His research utilizes mathematical modeling to develop theoretical explanations of political conflicts, including issues related to terrorism, insurgency, and economic sanctions. He has received two grants from the National Science Foundation, one to examine the effectiveness of economic sanctions, and another to examine the growth of insurgent movements from small cells to large-scale rebellions. He has published in the American Journal of Political Science, the Journal of Politics, International Organization, International Studies Quarterly, the British Journal of Political Science, Public Choice, the Journal of Peace Research, International Interactions, and Conflict Management and Peace Science.",20-01-20,Politics,90,1395,17%,59,100,224,332g,English,9780190061463.jpg,20-01-20,202119,OUP USA,INR,IN,"Terrorism kills far fewer Americans annually than automobile accidents, firearms, or even lightning strikes. Given this minimal risk, why does the U.S. continue expending lives and treasure to fight the global war on terror? In Monsters to Destroy, Navin A. Bapat argues that the war on terror provides the U.S. a cover for its efforts to expand and preserve American control over global energy markets. To gain dominance over these markets, the U.S. offered protection to states critical in the extraction, sale, and transportation of energy from their ""terrorist"" internal and external enemies. However, since the U.S. was willing to protect these states in perpetuity, the leaders of these regimes had no incentive to disarm their terrorists. This inaction allowed terrorists to transition into more powerful and virulent insurgencies, leading the protected states to chart their own courses and ultimately break with U.S. foreign policy objectives. Bapat provides a sweeping look at how the loss of influence over these states has accelerated the decline of U.S. economic and military power, locking it into a permanent war for its own economic security.",Paperback,monsters-to-destroy
15,1,9.78019E+12,Economic Policy 2E Epzi C,BENASSY-QUERE,"Agnès Bénassy-Quéré is the Director of the CEPII, the French leading research institute in international economics, and a Professor at University Paris-Ouest (on leave). She is a member of France's Commission Economique de la Nation and also teaches at Ecole Polytechnique. Her research interests focus on the international monetary system and European macroeconomic policy.Benoit Coeuré teaches international economics and economic policy at École polytechnique in Paris. He has served in various official positions in the French government including as the CEO of France's debt management office, Agence France Trésor and as France's deputy deputy to the G-7 and G-20. He has also been the co-President of the Paris Club. Benoît Coeuré has authored articles and books on economic policy, the international monetary system and the economics of European integration. Since January 2002, Pierre Jacquet has been executive director (in charge of strategy) and chief economist at the French Development Agency (AFD). He was formerly deputy director of the French Institute of International Relations (IFRI) and chief editor of IFRI's quarterly review Politique Etrangère. He is professor of international economics and chairman of the department of economics and finance at the Ecole des Ponts-ParisTech and a guest professor in executive programs at the French business school INSEAD. His fields of interest include globalization, international monetary and financial issues, trade policies and negotiations, economic policy and development. Jean Pisani-Ferry is the Director of Bruegel, the Brussels-based economic think tank, and a professor of economics with Université Paris-Dauphine. He has had a career in research and policy, both in France and at European level. He has been Executive President of the French PM's Council of Economic Analysis, Senior Economic Adviser to the French Minister of Finance, Director of CEPII, the French institute for international economics, and Economic Adviser with the European Commission. He has a regular column in Le Monde and Handelsblatt.",14-01-19,Economics,90,1795,18%,59,100,,500g,English,9780190061692.jpg,14-01-19,202119,Oxford University Press,INR,IN,"Written by four recognized experts with senior experience in research and government, this text is the first comprehensive survival kit for students and practitioners of economic policy. It is set to become an indispensable resource for everyone involved or interested in modern economic policy. Academic scholars willing to engage in policy discussions and students at graduate or advanced undergraduate levels will find it an essential bridge to the policy world.What makes the book unique is that it combines like no other, facts-based analysis, state-of-the art theories and models, and insights from first-hand policy experience at national and international levels. The book has grown out of ten years of experience teaching economic policy at the graduate level. It provides an intellectually coherent framework to understand the potentialities and limits of economic policy. It addresses positive dimensions (how do policies impact on modern economies?), normative dimensions (what should policymakers aim to achieve and against what should their action be judged?) and political-economy constraints (which are the limits and obstacles to public intervention?). It fills an important gap by reconciling in each major policy area stylized facts of recent economic history, key questions faced by contemporary policymakers, and essential lessons from theory which are captured and explained in a clear, concise, and self-contained way. All major areas of domestic and international policymaking are covered: fiscal policy, monetary policy, international finance and exchange-rate policy, tax policy, and long-term growth policies. The book concludes with a special chapter on the lessons of the financial crisis. The authors are intellectually non-partisan and they draw examples from various countries and experiences; from emerging markets to developing economies, shedding light when necessary on local specificities such as European Union rules and instruments. Economic Policy: Theory and Practice is the essential guide to economic policy in the new post-crisis context.",Hardback,economic-policy-2e-epzi-c
15,1,9.78019E+12,Mass Appeal,"GEST, JUSTIN",,14-07-21,Politics,90,299,0%,,100,192,224g,English,,14-07-21,202119,OUP USA,INR,IN,,Paperback,mass-appeal
15,1,9.78019E+12,Religion: A Very Short Introduction,"TWEED, THOMAS A.",,04-08-21,Religion,109,299,0%,,100,160,136g,English,,04-08-21,202119,OUP USA,INR,IN,,Paperback,religion-a-very-short-introduction
15,1,9.78019E+12,Trumping Politics As Usual,"BOATRIGHT, ROBERT G.",,09-12-19,Politics,90,1445,21%,0,100,248,368g,English,,09-12-19,202119,OUP USA,INR,IN,,Paperback,trumping-politics-as-usual
15,1,9.78019E+12,Mobilization And Conflict In Multiethnic States,"Vogt, Manuel",,09-12-19,Politics,90,3495,8%,0,100,296,570g,English,,09-12-19,202119,OUP USA,INR,IN,,Hardback,mobilization-and-conflict-in-multiethnic-states
15,1,9.78019E+12,The South And The Transformation Of U.S. Politics,"Bullock, Charles S.",,14-10-19,Politics,90,1350,18%,59,100,200,244g,English,,14-10-19,202119,OUP USA,INR,IN,,Paperback,the-south-and-the-transformation-of-us-politics
15,1,9.78019E+12,The Duty To Vote,"Maskivker, Julia","Julia Maskivker is Associate Professor of Political Science at Rollins College. She is a political theorist whose research includes issues on distributive justice, equality, and democratic theory.",03-01-20,Philosophy,90,2235,27%,0,100,280,422g,English,9780190066062.jpg,03-01-20,202119,OUP USA,INR,IN,"What do we owe those in our communities? What do we owe strangers? In a sense, those who vie for political office locally and nationally do so, at least in part, from duty and obligation to their fellow citizens, to many they do not know and may never meet. In a democratic society, those who wish to participate in politics have the unbridled freedom to do exactly that: whether as leaders, or those who campaign for politicians, or as people who simply struggle to have their voice heard in everything from town hall meetings to protests. But by the same logic, we also have the freedom not to participate: the freedom not to care to be heard at all.Not so, says Julia Maskivker: such logic collapses when applied to the act of voting. Not only should we vote if we can--we must vote. Even when confronted with two unappealing candidates, or with ballot propositions whose effects we will barely feel, or with the fact that our single vote might never tip an election, we must vote. We have a duty of conscience to vote with care when doing so comes at so small a cost. Maskivker, a political theorist and philosopher, argues that those fortunate to live in democratic societies with freely elected leaders all share, simply, a moral obligation to vote.The book's argument adds a fresh and uncompromising perspective to voting ethics literature, which is dominated by views that reject the morality and rationality of voting. Maskivker's line of reasoning contends that the duty to vote is a ""duty of common pursuit,"" which helps society to achieve good governance. She compares voting to Samaritan justice, showing that the same duty of assistance that would compel us to help a stranger in need also obligates us to vote to save our fellow citizens from injustice at the hands of bad or even evil leaders.The book further explores issues of voter incompetence, and how citizens' ignorance can be partly overcome through political reform. Although uninformed voting may lead to bad governance, voting judiciously can be an effective path to justice. In a time of polarization and political turmoil, The Duty to Vote offers a stirring reminder that voting is fundamentally a collective endeavor to protect our communities, and that we all must vote in order to preserve the free societies within which we live.",Hardback,the-duty-to-vote
15,1,9.78019E+12,Reckoning,"Callison, Candis","Candis Callison is an Associate Professor at the School of Journalism at the University of British Columbia. She is a citizen of the Tahltan Nation and a regular contributor to the podcast Media Indigena. She is also the author of How Climate Change Comes to Matter: The Communal Life of Facts, a member of the American Academy of Arts and Sciences, and a Pierre Elliot Trudeau Foundation Fellow. Callison worked as a journalist in television, radio, and the Internet in both Canada and the United States.Mary Lynn Young is an Associate Professor at the School of Journalism at the University of British Columbia. She is co-founder and board member of The Conversation Canada, a national not-for-profit journalism organization and affiliate of The Conversation global network. She is also co-author of Data Journalism and the Regeneration of News. Young worked as a business columnist and crime journalist at major daily newspapers in Canada and the United States",20-01-20,Media Studies,90,1595,20%,0,100,288,434g,English,9780190067083.jpg,20-01-20,202119,OUP USA,INR,IN,"How do journalists know what they know? Who gets to decide what good journalism is and when it's done right? What sort of expertise do journalists have, and what role should and do they play in society? Until a couple of decades ago, journalists rarely asked these questions, largely because the answers were generally undisputed. Now, the stakes are rising for journalists as they face real-time critique and audience pushback for their ethics, news reporting, and relevance. Yet the crises facing journalism have been narrowly defined as the result of disruption by new technologies and economic decline. This book argues that the concerns are in fact much more profound.Drawing on their five years of research with journalists in the U.S. and Canada, in a variety of news organizations from startups and freelancers to mainstream media, the authors find a digital reckoning taking place regarding journalism's founding ideals and methods. The book explores journalism's long-standing representational harms, arguing that despite thoughtful explorations of the role of publics in journalism, the profession hasn't adequately addressed matters of gender, race, intersectionality, and settler colonialism. In doing so, the authors rethink the basis for what journalism says it could and should do, suggesting that a turn to strong objectivity and systems journalism provides a path forward. They offer insights from journalists' own experiences and efforts at repair, reform, and transformation to consider how journalism can address its limits and possibilities along with widening media publics.",Paperback,reckoning
15,1,9.78019E+12,Euro Tragedy Epz C,ASHOKA MODY,"Ashoka Mody is Charles and Marie Robertson Visiting Professor in International Economic Policy at the Woodrow Wilson School, Princeton University. Previously, he was Deputy Director in the International Monetary Fund's Research and European Departments. He has also worked at the World Bank, University of Pennsylvania, and AT&T's Bell Laboratories. Mody has advised governments worldwide on developmental and financial projects and policies, while writing extensively for policy and scholarly audiences.",09-04-19,Economics,90,1495,10%,0,100,672,1kg50g,English,9780190067663.jpg,09-04-19,202119,Oxford University Press,INR,IN,"Blending economic analysis with political drama, EuroTragedy -chosen by both Foreign Affairs and The Financial Times as one of the best books of 2018-is a groundbreaking account of the euro's history and tragic consequences. In this vivid and compelling chronicle, Ashoka Mody describes how the euro improbably emerged through a narrow historical window as a flawed compromise wrapped in a false pro-European rhetoric of peace and unity. Drawing on his frontline experience as an official with the IMF, Mody situates the tragedy in a fast-paced global context and guides the reader through the forced-and unforced-errors Eurozone authorities committed during their long financial crisis. The decision to switch from national currencies to the euro unfolded as both economic and political tragedy. It weakened the growth potential of member states, which made financially vulnerable Europeans more anxious. It deepened perceptions of unfairness and widened the division between nations. Now, the burden falls on younger Europeans, a generation with a discouragingly bleak future. A compassionate view of European possibilities, EuroTragedy makes clear that the euro's structural flaws will continue to haunt the continent. Instead of centralizing authority to prop up an ossified pro-Europeanist model, it is time to loosen ties that bind too tightly so that a liberal order can once more flourish. Now updated to cover the most momentous events since original publication, this will remain the authoritative book on the crisis.",Hardback,euro-tragedy-epz-c
15,1,9.78019E+12,The Oxford Handbook Of Sexual And Gender Minority Mental Health,"ROTHBLUM, ESTHER D.",,14-07-21,Clinical Psychology,90,8950,0%,,100,984,1g,English,,14-07-21,202119,OUP USA,INR,IN,,Hardback,the-oxford-handbook-of-sexual-and-gender-minority-mental-health
15,1,9.78019E+12,Orders Of Exclusion,"LASCURETTES, KYLE M.",,07-10-20,Politics,90,1795,14%,30,100,336,496g,English,,07-10-20,202119,OUP USA,INR,IN,,Paperback,orders-of-exclusion
15,1,9.78019E+12,Sayings Of Gorakhnath  Epzi P,DJURDJEVIC & SINGH,,09-04-19,Religion,90,795,0%,120,100,240,295g,English,9780190071356.jpg,09-04-19,202119,Oxford University Press,INR,IN,"Sayings of Gorakhnath presents a translation of late-medieval texts in Old Hindi, traditionally attributed to one of the founders of the Order of Nath Yogis. The Naths are associated with the creation and development of hatha yoga, with important historical and ideological links to Hindu tantra and alchemy. The texts gathered in this collection on the one hand provide a criticism of religious authority based on external knowledge lacking personal experience, while on the other hand they celebrate the path of yoga and its methods of engagement with the subtle body and its centres of occult energy and miraculous powers. The ultimate goal of the style of yoga described in the Sayings of Gorakhnath concerns the attainment of immortality and divinization of its adepts. This is achieved by redirecting the trajectory of the seminal fluid, which in the process transforms into the elixir, the amrt. In order to accomplish that goal, a regime of yogic practices is suggested, consisting of the assumption of a steady posture, breathing exercises, mantra chanting, and meditation. Djudjevic and Singh's translations are preceded by an introduction and accompanied by notes, which contextualize and elucidate the subject matter",Paperback,sayings-of-gorakhnath-epzi-p
